Event	Latitude	Longitude	Elevation [m]	ID	Deposit type	Depth sed [m]	Mn [%]	Fe [%]	Ni [%]	Cu [%]	Co [%]	Pb [%]	Zn [mg/kg]	Size	Shape	Texture	Samp type
RP8OC76-8-13	15.2067	-125.9533	-4367	RP8OC76-8-13-1PIP7707	Mn nodule	0	25.84	7.43	1.27	0.77	0.30		1800		Discoidal	Smooth	Whole nodule
RP8OC76-8-13	15.2067	-125.9533	-4367	RP8OC76-8-13-1PIP7708	Mn nodule	0	27.34	7.03	1.34	0.78	0.29		1800		Discoidal	Smooth	Whole nodule
RP8OC76-8-13	15.2067	-125.9533	-4367	RP8OC76-8-13-1PIP7709	Mn nodule	0	22.86	9.48	0.91	0.56	0.29		1300		Discoidal	Smooth	Whole nodule
RP8OC76-8-13	15.2067	-125.9533	-4367	RP8OC76-8-13-1PIP7710	Mn nodule	0	24.41	7.32	1.19	0.71	0.27		1600		Discoidal	Smooth	Whole nodule
RP8OC76-8-13	15.2067	-125.9533	-4367	RP8OC76-8-13-1PIP7711	Mn nodule	0	26.38	7.13	1.18	0.76	0.26		2100		Discoidal	Smooth	Whole nodule
RP8OC76-9-14	15.1883	-126.0250	-4444	RP8OC76-9-14-1PIP7702	Mn nodule	0	27.20	5.66	1.37	0.99	0.23		2300		Discoidal	Rough	Whole nodule
RP8OC76-9-14	15.1883	-126.0250	-4444	RP8OC76-9-14-1PIP7703	Mn nodule	0	19.82	5.66	1.41	1.05	0.22		2400		Discoidal	Rough	Whole nodule
RP8OC76-9-14	15.1883	-126.0250	-4444	RP8OC76-9-14-1PIP7704	Mn nodule	0	27.73	5.70	1.27	0.97	0.22		2400		Discoidal	Rough	Whole nodule
RP8OC76-9-14	15.1883	-126.0250	-4444	RP8OC76-9-14-1PIP7705	Mn nodule	0	27.36	6.05	1.32	0.94	0.21		2200		Discoidal	Rough	Whole nodule
RP8OC75-46-03	9.3167	-150.8750	-4900	RP8OC75-46-03-1PIP7705	Mn nodule	0	24.50	12.20	1.04	0.60	0.29	800	900	3.5 cm	Polylobate	Rough to smooth	Fragments
RP8OC75-46-03	9.3167	-150.8750	-4900	RP8OC75-46-03-1PIP7706	Mn nodule	0	24.50	12.30	0.93	0.57	0.29	800	800	4 cm	Polylobate	Rough to smooth	Fragments
RP8OC75-46-03	9.3167	-150.8750	-4900	RP8OC75-46-03-1PIP7707	Mn nodule	0	24.10	13.80	1.18	0.51	0.33	1000	800	2.7 cm	Polylobate	Smooth	Whole nodule
RP8OC75-54-50	12.1420	-137.7670	-4978	RP8OC75-54-50-1PIP7702	Mn nodule	0	29.40	4.60	1.47	1.39	0.18	300	2000			Rough botryoidal	Half nodule
RP8OC75-54-50	12.1420	-137.7670	-4978	RP8OC75-54-50-1PIP7703	Mn nodule	0	29.10	4.40	1.49	1.42	0.39	400	1990	1.6 cm	Spheroidal	Rough	Whole nodule
RP8OC75-54-50	12.1420	-137.7670	-4978	RP8OC75-54-50-1PIP7704	Mn nodule	0	28.90	4.70	1.56	1.34	0.21	400	1800		Spheroidal	Rough	Whole nodule
RP8OC75-57-57	15.2967	-125.9217	-4438	RP8OC75-57-57-1PIP7702	Mn nodule	0	29.60	8.60	1.56	1.00	0.31	800	1320	2.7 cm	Discoidal	Smooth	Half nodule
RP8OC75-57-57	15.2967	-125.9217	-4438	RP8OC75-57-57-1PIP7703	Mn nodule	0	26.90	8.20	1.42	0.94	0.32	800	1230	2.1 cm	Discoidal	Smooth	Half nodule
